8	68
32	7
57	37
147	75
233	84
242	85
259	74
302	91
319	62
336	63
372	76
427	24
485	82
521	66
538	80
620	42
788	56
819	63
913	48
970	70
1016	77
1033	89
1049	63
1094	83
1103	68
1113	90
1149	68
1263	58
1296	76
1320	59
1328	74
1352	73
1423	51
1455	61
1476	62
1505	67
1557	89
1701	77
1751	52
1774	47
1822	39
1856	73
1887	8
1933	67
1952	57
1987	64
2022	67
2032	79
2055	91
2128	17
2151	81
2232	30
2300	75
2315	79
2330	68
2367	63
2393	63
2437	74
2462	86
2487	72
2498	71
2549	62
2570	34
2586	84
2611	79
2636	78
2701	89
2716	75
2748	67
2831	77
2879	85
2911	87
2934	51
2952	84
2961	43
2989	73
3032	48
3083	78
3122	75
3203	79
3220	58
3233	85
3257	73
3279	75
3337	59
3396	84
3421	79
3454	75
3513	80
3539	64
3568	83
3646	46
3728	78
3743	68
3789	67
3817	76
3836	88
3914	75
3943	32
3957	79
4031	25
4089	23
4109	80
4135	65
4154	62
4188	31
4237	39
4324	80
4363	53
4488	38
4549	79
4681	48
4717	63
4742	90
4762	49
4795	80
4828	19
4911	71
4977	75
5024	75
5046	56
5075	37
5108	89
5186	91
5251	69
5266	67
5323	71
5424	80
5478	68
5584	28
5606	30
5648	64
5802	10
5817	85
5863	81
5937	15
5947	18
5959	16
6020	80
6047	66
6067	74
6092	91
6111	89
6120	76
6141	65
6157	54
6186	87
6195	51
6263	47
6403	64
6452	84
6510	60
6548	56
6585	74
6652	83
6663	56
6677	77
6704	54
6796	52
6862	80
6888	22
6897	17
6919	46
6934	82
6995	87
7050	87
7066	85
7081	83
7105	66
7122	82
7175	89
7212	66
7268	51
7275	77
7290	80
7328	42
7379	63
7396	86
7461	27
7506	81
7558	82
7706	47
7740	79
7779	80
7843	71
7865	59
7924	36
7948	58
7978	70
8016	79
8039	68
8068	82
8095	77
8216	79
8232	85
8291	66
8315	53
8336	83
8351	72
8373	77
8386	81
8408	74
8445	43
8452	74
8484	86
8554	79
8567	37
8612	56
8622	66
8670	65
8680	49
8691	90
8716	66
8743	83
8775	71
8794	51
8883	17
8905	61
8953	59
8974	78
8997	66
9016	77
9054	82
9106	35
9145	73
9152	33
9167	67
9198	82
9307	74
9402	71
9411	8
9440	74
9469	66
9486	43
9528	75
9548	84
9566	58
9578	67
9600	66
9660	84
9689	57
9766	17
9796	82
9845	59
9909	27
9917	61
9928	77
9985	73
10054	35
10125	19
10178	81
10192	91
10235	82
10253	76
10289	80
10313	8
10327	74
10376	71
10425	70
10486	26
10510	79
10523	61
10567	72
10587	68
10620	56
10634	49
10654	35
10680	60
10691	71
10725	60
10740	53
10808	64
10831	65
10885	78
10949	47
10990	90
11001	41
11042	37
11081	89
11109	69
11144	57
11166	86
11260	83
11274	70
11295	63
11367	75
11402	55
11428	72
11475	63
11535	74
11568	74
11604	64
11636	47
11690	83
11699	74
11713	76
11721	68
11729	73
11765	62
11779	88
11797	45
11829	87
11844	79
11853	86
11896	46
11962	64
11996	71
12003	69
12025	79
12034	65
12074	76
12098	66
12125	61
12155	29
12205	67
12299	57
12353	60
12366	76
12417	57
12476	44
12506	52
12529	66
12587	68
12623	74
12667	75
12690	55
12708	82
12751	51
12804	79
12829	58
12837	17
12847	82
12874	59
12885	80
12925	43
12976	67
12994	62
13001	70
13062	81
13084	84
13102	65
13129	52
13161	72
13191	80
13214	71
13222	80
13229	81
13251	88
13293	70
13320	83
13356	52
13366	71
13434	66
13469	86
13629	61
13642	39
13676	63
13691	57
13713	64
13724	74
13783	82
13791	79
13804	18
13843	89
13913	54
13924	5
13936	76
13973	75
13994	81
14030	56
14048	67
14067	78
14077	67
14138	15
14206	62
14215	81
14288	72
14323	45
14349	92
14386	77
14426	72
14486	74
14497	82
14579	59
14601	85
14631	77
14653	68
14666	65
14677	82
14735	76
14759	48
14876	79
14889	45
14944	81
14966	66
14974	43
14998	62
15012	78
15049	63
15067	68
15092	53
15116	73
15180	65
15211	69
15232	29
15260	58
15298	84
15307	73
15318	80
15408	81
15464	76
15494	80
15526	80
15554	89
15565	80
15583	49
15624	61
15728	84
15766	61
15773	48
15784	37
15800	80
15807	82
15863	80
15905	70
15991	73
16016	92
16042	62
16080	75
16090	60
16153	31
16162	14
16181	78
16193	72
16205	68
16394	66
16419	68
16450	74
16495	75
16512	65
16524	66
16553	57
16602	78
16626	84
16643	60
16679	70
16727	78
16834	52
16867	47
16915	90
16935	80
16953	65
16972	74
16998	32
17021	63
17102	82
17130	44
17187	51
17200	33
17210	89
17308	67
17340	72
17397	71
17430	61
17462	38
17531	80
17555	61
17633	59
17659	66
17684	21
17711	56
17807	67
17829	9
17855	53
17884	30
18115	81
18144	56
18349	73
18481	83
18588	68
18666	16
18720	51
18745	44
18785	53
18893	45
18924	64
19009	47
19071	30
19222	64
19320	42
19354	13
19433	52
19560	59
19622	50
19688	63
19812	59
20181	76
20214	42
20235	23
20269	55
20410	7
20462	79
20533	18
20614	68
20719	76
20889	70
20949	35
21050	58
21127	58
21148	19
21307	53
21343	62
21503	72
21566	27
21619	72
21634	16
21682	11
21733	87
21779	82
21862	46
22054	73
22091	52
22163	46
22225	71
22245	18
22507	6
22526	40
22546	70
22563	66
22617	61
22681	84
22688	10
22728	59
22743	73
22791	12
22919	83
23026	38
23100	78
23135	82
23199	69
23351	63
23367	46
23486	60
23523	87
23595	58
23650	75
23687	46
23723	63
23849	54
23948	22
23992	72
24009	86
24096	92
24208	37
24227	13
24242	15
24266	12
24346	42
24404	52
24510	6
24571	75
24608	77
24770	60
24802	77
24924	77
25074	26
25116	53
25253	60
25319	48
25395	56
25488	69
25515	42
25702	63
25723	67
25738	41
25795	32
25810	65
25835	48
25936	82
26018	64
26036	66
26183	82
26200	50
26261	72
26305	76
26333	46
26497	61
26550	57
26579	80
26623	84
26642	55
26654	51
26679	33
26747	43
26787	34
26876	68
26954	48
27006	39
27025	14
27065	77
27143	62
27166	58
27181	43
27229	72
27275	67
27380	39
27443	65
27466	32
27541	64
27624	72
27640	54
27697	72
27706	30
27748	86
27832	66
27910	76
27926	45
28049	61
28061	67
28115	38
28153	33
28206	63
28219	5
28336	59
28371	5
28459	80
28526	44
28539	59
28550	48
28564	72
28594	48
28623	11
28674	79
28803	56
28843	47
28870	26
29167	88
29415	69
29427	89
29455	66
29480	34
29509	24
29555	77
29658	48
29712	72
29888	77
29921	45
30018	61
30040	44
30064	26
30103	72
30221	83
30261	49
30378	52
30443	45
30511	28
30548	86
30574	41
30669	36
30712	60
30815	87
30848	60
30962	86
31020	6
31039	32
31272	47
31429	58
31503	41
31602	74
31749	89
31809	83
31942	52
31994	66
32016	6
32033	66
32059	49
32088	20
32180	50
32282	65
32387	7
32415	60
32438	78
32518	62
32542	61
32598	38
32617	31
32666	10
32738	63
32839	74
32889	58
32981	56
33045	67
33106	90
33121	26
33139	22
33225	56
33256	15
33328	53
33422	47
33457	66
33625	12
33703	71
33746	54
33804	54
33925	88
34001	91
34047	50
34267	75
34396	72
34537	62
34652	9
34764	74
34807	75
34860	61
35010	74
35089	71
35223	55
35259	5
35289	72
35374	75
35404	67
35440	75
35480	49
35518	33
35541	69
35646	72
35745	89
35848	20
35908	7
35995	75
36075	64
36132	51
36200	58
36332	83
36493	18
36549	32
36597	64
36616	71
36667	63
36735	64
36746	70
36829	62
36844	80
36873	52
36971	43
37115	25
37186	74
37213	81
37243	17
37475	61
37550	59
37567	70
37786	62
37851	21
37874	9
37950	84
38220	55
38271	55
38415	85
38525	66
38579	58
38719	64
38767	7
38790	93
38853	7
38883	24
38943	47
38984	35
39053	17
39077	55
39091	54
39164	37
39299	8
39319	62
39359	24
39375	47
39415	79
39593	73
39642	61
39674	64
39694	67
39755	32
39813	78
39840	84
39895	61
39968	62
40001	16
40070	83
40146	65
40306	91
40324	73
40523	73
40562	88
40599	68
40625	64
40683	86
40836	66
40878	47
40917	52
40958	50
41072	86
41150	62
41183	61
41201	63
41330	75
41379	65
41461	31
41505	53
41568	61
41610	71
41685	79
41759	33
41788	60
41801	81
41911	35
42074	67
42186	28
42250	79
42450	37
42525	56
42649	9
42725	71
42841	69
42872	14
42950	51
43046	33
43070	64
43164	69
43204	38
43335	72
43502	74
43554	71
43678	51
43978	47
44010	63
44046	77
44166	23
44278	47
44303	17
44334	70
44368	70
44382	68
44451	56
44460	40
44568	55
44712	49
44758	36
44871	63
44917	6
44978	10
45095	52
45129	51
45151	85
45196	15
45212	91
45232	46
45276	40
45299	60
45368	69
45428	63
45497	23
45524	64
45573	71
45650	60
45748	78
45897	80
45945	38
45974	80
46052	28
46220	68
46279	10
46319	64
46409	71
46549	70
46674	30
46715	69
46766	62
46798	74
46888	89
46901	23
46970	66
47053	71
47150	56
47238	82
47252	71
47354	61
47462	47
47559	68
47630	78
47658	82
47696	16
47778	42
47810	43
47923	78
47951	65
47996	57
48054	79
48330	60
48396	82
48429	70
48472	75
48485	17
48520	86
48552	44
48586	63
48618	19
48697	10
48810	80
49031	56
49104	39
49159	52
49238	80
49268	41
49300	72
49329	57
49363	64
49394	54
49408	22
49482	91
49591	72
49683	60
49764	68
49792	5
49816	79
49839	74
49850	6
49896	73
49978	82
50012	66
50064	65
50195	84
50255	33
50323	72
50387	80
50415	49
50438	75
50538	21
50556	69
50603	68
50628	82
50698	73
50732	71
50763	64
50838	69
50917	66
50941	39
51017	59
51114	35
51149	16
51188	80
51283	50
51351	16
51367	65
51379	32
51444	86
51488	76
51543	77
51579	66
51631	15
51722	29
51757	75
51780	26
51985	30
52177	59
52303	94
52355	54
52394	16
52474	42
52515	43
52565	76
52621	73
52717	8
52751	55
52828	63
52867	47
53002	13
53033	72
53104	26
53118	71
53147	25
53161	70
53194	63
53225	84
53312	43
53346	82
53410	35
53464	60
53624	32
53668	64
53725	34
53806	68
53844	90
53870	39
53949	65
54005	56
54153	69
54208	74
54255	82
54307	56
54333	63
54425	15
54441	42
54461	56
54473	9
54505	48
54582	38
54691	80
