8	2232	0.0625
8	9660	0.07142857142857142
8	13001	0.05
8	13102	0.26666666666666666
8	14067	0.08333333333333333
8	14386	0.09090909090909091
8	14759	0.125
8	17187	0.1111111111111111
8	22728	0.14285714285714285
8	27706	0.125
8	28550	0.09090909090909091
8	32617	0.0625
8	35374	0.07142857142857142
8	37243	0.06666666666666667
8	39053	0.14285714285714285
8	40306	0.21428571428571427	1
8	40387	0.14285714285714285
8	42950	0.11764705882352941
8	53194	0.1111111111111111
8	54916	0.058823529411764705
8	55512	0.125
8	56796	0.09090909090909091
8	61193	0.125
8	62254	0.07692307692307693
8	62461	0.06666666666666667
8	67148	0.07692307692307693
8	67640	0.07692307692307693
8	67926	0.1111111111111111
8	67984	0.07142857142857142
8	68693	0.1111111111111111
8	69459	0.058823529411764705
8	71011	0.1111111111111111
8	75626	0.125
8	80298	0.8571428571428571
8	80959	0.125
8	81597	0.125
8	87897	0.07692307692307693
8	89869	0.07142857142857142
8	94871	0.14285714285714285
8	98784	0.1
8	99536	0.07692307692307693
8	99654	0.125
8	102120	0.08333333333333333
57	1455	0.09090909090909091
57	1701	0.03571428571428571
57	2487	0.1111111111111111
57	2952	0.0625
57	3789	0.1111111111111111
57	6195	0.1111111111111111
57	6663	0.16666666666666666
57	7379	0.09090909090909091
57	7865	0.4
57	8554	0.034482758620689655
57	9145	0.1111111111111111	1
57	10178	0.05555555555555555
57	13129	0.16666666666666666
57	14889	0.25
57	22225	0.058823529411764705
57	26642	0.08333333333333333
57	28336	0.1111111111111111
57	29455	0.125	1
57	43070	0.4
57	47951	0.15384615384615385
57	49238	0.05
57	60725	0.034482758620689655
57	64432	0.07692307692307693
57	80359	0.3
57	88964	0.0625
147	1113	0.037037037037037035
147	1751	0.038461538461538464
147	1987	0.058823529411764705
147	2367	0.125
147	3396	0.08333333333333333
147	8039	0.09090909090909091
147	8216	0.041666666666666664
147	8232	0.038461538461538464
147	10253	0.10526315789473684
147	10567	0.045454545454545456
147	10620	0.05555555555555555
147	11001	0.06666666666666667
147	11896	0.06666666666666667
147	12417	0.14285714285714285
147	12994	0.05555555555555555
147	13222	0.02857142857142857
147	13356	0.14285714285714285
147	13913	0.06666666666666667
147	15260	0.05555555555555555
147	15565	0.03571428571428571
147	16016	0.0625
147	17462	0.0625
147	17531	0.058823529411764705
147	18481	0.06666666666666667
147	18588	0.11764705882352941
