userID	bookmarkID	tagID	timestamp
8	19	1	1289231262000
8	30	1	1289183525000
8	32	1	1289183292000
8	35	1	1289182931000
8	36	1	1289182797000
8	37	1	1289182702000
8	41	43	1289153999000
8	42	43	1289152872000
8	45	46	1289086944000
8	48	49	1289086553000
8	53	51	1288896397000
8	59	56	1288882469000
8	60	2	1288882432000
8	61	1	1288882374000
8	62	69	1288882262000
8	63	70	1288882203000
8	68	45	1288630690000
8	71	44	1288466583000
8	72	45	1288466318000
8	74	24	1288465963000
8	75	45	1288439177000
8	79	45	1288399242000
8	80	45	1288398907000
8	81	96	1288397340000
8	82	68	1288397158000
8	83	2	1288397039000
8	85	104	1288388235000
8	87	2	1288387535000
8	90	24	1288372199000
8	91	24	1288372143000
8	94	2	1288371166000
57	124	148	1289209447000
57	138	150	1289031413000
57	156	159	1288937669000
57	163	140	1288893419000
57	166	146	1288886157000
57	167	162	1288877686000
57	168	16	1288877491000
57	169	140	1288871762000
57	170	152	1288850000000
57	175	166	1288809528000
57	182	156	1288795575000
57	184	156	1288795324000
57	189	97	1288719497000
147	212	78	1289310758000
147	215	76	1289306875000
147	221	179	1289269958000
147	222	23	1289269797000
147	224	68	1289221854000
147	230	186	1289135812000
147	231	143	1289096230000
147	234	36	1289045864000
147	235	179	1289012763000
147	236	36	1289009522000
147	241	36	1288956794000
147	242	258	1288956404000
147	246	36	1288858014000
147	247	220	1288857817000
147	254	193	1288857351000
147	255	143	1288857309000
147	256	68	1288857201000
147	257	36	1288857156000
147	259	316	1288718426000
147	262	36	1288616014000
147	263	36	1288615915000
147	264	227	1288615480000
147	266	140	1288614887000
147	267	66	1288613852000
147	269	97	1288364831000
147	271	348	1288347456000
147	272	22	1288347322000
147	274	22	1288340522000
147	277	22	1288340300000
147	279	66	1288340241000
147	281	36	1288281669000
147	291	174	1288180839000
147	292	174	1288175012000
233	303	430	1289233531000
233	304	169	1288698405000
233	306	434	1288359792000
233	308	119	1288278568000
233	312	435	1287504923000
233	317	164	1286885453000
233	318	431	1286556929000
233	320	199	1286538256000
233	328	298	1286296284000
233	332	179	1285697567000
233	334	339	1284850127000
233	337	179	1284725695000
233	338	476	1284674676000
233	339	343	1283439354000
233	340	435	1283439240000
233	344	119	1282132472000
233	346	122	1278334352000
233	349	122	1278334004000
233	358	199	1275052832000
233	360	122	1273080513000
233	362	434	1273080095000
233	363	78	1272553895000
233	365	239	1271417073000
233	368	186	1269023555000
233	375	446	1268328765000
233	378	119	1268239747000
233	382	435	1267549014000
233	385	434	1267130215000
233	389	179	1265382045000
233	390	199	1264096694000
233	395	530	1264094907000
259	507	861	1288676234000
259	512	4	1288498615000
259	513	432	1288497455000
259	514	36	1288495030000
259	524	266	1287710948000
259	534	143	1287456594000
259	535	460	1287456525000
259	549	78	1286942118000
259	551	431	1286941831000
259	553	183	1286941316000
259	555	207	1286940967000
259	564	431	1286552152000
259	565	146	1286485515000
259	566	145	1286415684000
259	571	78	1286313188000
259	572	275	1286219277000
259	573	143	1286219115000
259	586	632	1285984426000
259	589	143	1285982595000
259	592	878	1285795397000
302	603	239	1289232940000
302	605	940	1288849016000
302	606	4	1288848941000
302	607	206	1288840898000
302	608	434	1287562667000
302	609	143	1287456102000
302	610	221	1287456033000
302	611	4	1287052331000
302	612	199	1287052305000
302	613	4	1286928359000
302	614	450	1286928323000
302	616	447	1286349300000
302	617	119	1286349176000
302	618	186	1286348169000
