userID	bookmarkID	tagID	timestamp
8	2	1	1289255159000
8	7	1	1289238901000
8	8	1	1289238545000
8	9	1	1289237833000
8	10	1	1289237730000
8	11	1	1289237522000
8	14	1	1289236740000
8	15	1	1289236319000
8	16	1	1289231754000
8	17	1	1289231615000
8	18	1	1289231533000
8	19	1	1289231262000
8	20	1	1289231212000
8	22	1	1289230744000
8	24	1	1289229826000
8	25	1	1289229561000
8	26	1	1289228999000
8	27	1	1289227893000
8	30	1	1289183525000
8	32	1	1289183292000
8	33	1	1289183129000
8	34	1	1289183011000
8	35	1	1289182931000
8	36	1	1289182797000
8	37	1	1289182702000
8	38	1	1289182632000
8	41	43	1289153999000
8	42	43	1289152872000
8	43	44	1289152789000
8	44	45	1289087716000
8	45	46	1289086944000
8	46	47	1289086859000
8	48	49	1289086553000
8	52	57	1288904866000
8	53	51	1288896397000
8	58	2	1288882706000
8	59	56	1288882469000
8	60	2	1288882432000
8	61	1	1288882374000
8	62	69	1288882262000
8	63	70	1288882203000
8	64	71	1288879685000
8	65	71	1288879640000
8	68	45	1288630690000
8	71	44	1288466583000
8	72	45	1288466318000
8	73	24	1288466059000
8	74	24	1288465963000
8	75	45	1288439177000
8	76	45	1288403733000
8	78	45	1288400590000
8	79	45	1288399242000
8	80	45	1288398907000
8	81	96	1288397340000
8	82	68	1288397158000
8	83	2	1288397039000
8	84	2	1288396895000
8	85	104	1288388235000
8	87	2	1288387535000
8	88	2	1288387282000
8	89	82	1288373335000
8	90	24	1288372199000
8	91	24	1288372143000
8	92	24	1288372035000
8	93	24	1288371236000
8	94	2	1288371166000
8	96	111	1288368924000
8	98	112	1288291828000
8	99	113	1288291694000
32	103	119	1285500227000
32	105	126	1284640114000
32	106	101	1284518274000
32	108	130	1283166077000
32	109	131	1282736740000
32	111	115	1282489620000
32	112	115	1282312142000
32	113	115	1282291068000
57	119	145	1289240024000
57	120	147	1289239497000
57	124	148	1289209447000
57	125	122	1289199351000
57	126	151	1289154448000
57	127	140	1289153389000
57	129	140	1289057843000
57	133	140	1289048524000
57	135	141	1289046564000
57	136	140	1289033364000
57	138	150	1289031413000
57	139	140	1289030102000
57	140	143	1289030025000
57	149	147	1288981626000
57	153	147	1288956059000
57	155	157	1288940927000
57	156	159	1288937669000
57	157	160	1288894521000
57	163	140	1288893419000
